Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2021-05-02,57480.92,57961.56,56137.39,56701.56
2021-05-03,56701.58,58963.05,56303.03,57130.72
2021-05-04,57139.08,57489.45,53334.12,54386.58
2021-05-05,54388.6,57939.49,52993.34,56844.82
2021-05-06,56855.33,58380.94,55340.92,56386.41
2021-05-07,56354.72,58685.05,55344.38,57426.57
2021-05-08,57425.37,59521.05,56832.58,58863.02
2021-05-09,58869.5,59276.61,56397.64,58101.36
2021-05-10,58078.16,59587.02,54292.53,55755.62
2021-05-11,55727.96,56927.77,54526.65,56571.94
2021-05-12,56580.14,57993.13,53597.32,54579.29
2021-05-13,54578.92,54784.32,47054.39,49594.18
2021-05-14,49594.06,51549.96,48475.25,49864.94
2021-05-15,49861.83,50702.08,46999.03,48449.38
2021-05-16,48451.2,49795.69,43942.32,45245.65
2021-05-17,45210.91,46637.1,42166.69,43547.62
2021-05-18,43520.38,45813.2,42451.07,43010.06
2021-05-19,43006.66,43550.53,30108.11,38872.52
2021-05-20,38840.66,42505.59,35021.67,40704.35
2021-05-21,40763.56,42209.29,33582.72,36663.66
2021-05-22,36669.61,38825.32,35294.18,38188.39
2021-05-23,38215.3,38360.64,31190.22,34057.92
2021-05-24,34070.2,39896,33690.34,38641.79
2021-05-25,38531.49,39834.36,36537.16,37983.34
2021-05-26,37983.45,40845,37867.15,39102.29
2021-05-27,39094.38,40353.77,37225.27,39048.18
2021-05-28,38995.3,39168.29,34758.44,35041.21
2021-05-29,35046.5,37292.51,33676.01,34679.95
2021-05-30,34686.03,36449.9,33459.26,35961.72
2021-05-31,35956.92,37470.84,34216.36,36966.57
2021-06-01,36943.56,37905.3,35734.9,36389.27
2021-06-02,36405.16,38223.98,35941.18,37809.74
2021-06-03,37810.76,39481.11,37202.79,38779.5
2021-06-04,38766.24,39271.38,35648.19,37220.06
2021-06-05,37225.19,37907.75,34852.5,35000.07
2021-06-06,35008.99,36446.66,34919.36,35940.32
2021-06-07,35944.38,36776.7,33702.66,34136.83
2021-06-08,34137.77,34295.78,31062.66,33526.18
2021-06-09,33510.52,36850.97,32440.25,36648.45
2021-06-10,36655.93,38355.96,35829.96,36658.74
2021-06-11,36710.33,37659.36,35995.03,36924.25
2021-06-12,36933.54,37486.46,34691.06,35853.81
2021-06-13,35831.69,39371.12,34822.1,38899.82
2021-06-14,38897,40999.11,38713.82,40284.14
2021-06-15,40289.28,41306.66,39586.79,39968.84
2021-06-16,39969.72,40486.58,38359,38756.05
2021-06-17,38767.13,39526.71,37398.02,37743.33
2021-06-18,37750.98,38202.35,35168.03,35681.22
2021-06-19,35680.06,36376.3,34887.31,35896.86
2021-06-20,35887.74,36113.34,33377.88,35568.15
2021-06-21,35563.83,35776.28,31420.58,31499.8
2021-06-22,31512.95,33296.18,28935.49,32496.3
2021-06-23,32485.75,34796.09,31807.24,33381.18
2021-06-24,33365.81,35231.92,32344.94,34797.49
2021-06-25,34780.04,35492.77,31500.16,31770.56
2021-06-26,31780.86,32661.44,30195.11,31445.12
2021-06-27,31466.27,33587.65,31425.24,32844.97
